objectid,name,average,avgweight,boardgamecategory,boardgamemechanic
217780,Gentes,7.52916,3.2208,"['Ancient', 'Civilization']","['Action Points', 'Card Drafting']"
154086,Gold West,7.43403,2.4638,"['American West', 'Economic', 'Territory Building']","['Area Majority / Influence', 'Mancala', 'Modular Board', 'Network and Route Building', 'Set Collection']"
156776,Warhammer 40,7.37553,3.04,"['Card Game', 'Collectible Components', 'Fighting']","['Area Majority / Influence', 'Area-Impulse', 'Hand Management']"
60,Vinci,7.09813,2.7826,"['Ancient', 'Civilization', 'Territory Building']","['Area Majority / Influence', 'Area Movement', 'Increase Value of Unchosen Resources', 'Variable Player Powers']"
67492,Battles of Westeros,7.31163,3.2,"['Fantasy', 'Medieval', 'Miniatures', 'Novel-based', 'Wargame']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Once-Per-Game Abilities', 'Variable Player Powers']"
131260,Qwixx,6.88844,1.1272,['Dice'],"['Dice Rolling', 'Paper-and-Pencil']"
234671,Pandemic  Rising Tide,7.67998,2.4595,['2017 Golden Geek Best Cooperative Game Nominee'],['Cooperative Game']
190082,Whitehall Mystery,7.67114,2.1667,"['Bluffing', 'Deduction', 'Memory', 'Murder/Mystery']","['Hidden Movement', 'Point to Point Movement', 'Secret Unit Deployment', 'Team-Based Game']"
256382,Disney Villainous,7.07432,2.3839,"['Card Game', 'Fantasy', 'Medieval', 'Movies / TV / Radio theme', 'Mythology', 'Novel-based']","['Hand Management', 'Take That', 'Variable Player Powers']"
141517,A Study in Emerald,7.19975,3.4353,"['Bluffing', 'Fantasy', 'Horror', 'Murder/Mystery', 'Novel-based', 'Political']","['Area Majority / Influence', 'Card Drafting', 'Deck', 'Hand Management', 'Point to Point Movement', 'Team-Based Game']"
150999,Valley of the Kings,7.07453,2.1905,"['Ancient', 'Card Game', 'Religious']","['Deck', 'Hand Management', 'Set Collection']"
222514,Batman  Gotham City Chronicles,8.00606,3.6184,"['Adventure', 'Comic Book / Strip', 'Fighting', 'Miniatures']","['Action Points', 'Action Queue', 'Area Movement', 'Dice Rolling', 'Team-Based Game', 'Variable Phase Order']"
178336,World's Fair 1893,7.22891,1.9726,['Post-Napoleonic'],"['Area Majority / Influence', 'Card Drafting', 'Set Collection']"
55427,Mr. Jack in New York,7.26178,2.5467,"['Deduction', 'Murder/Mystery']","['Grid Movement', 'Variable Player Powers']"
204027,Cottage Garden,6.94303,1.8917,"['Farming', 'Puzzle']","['Card Drafting', 'Grid Coverage', 'Pattern Building', 'Tile Placement']"
157403,Black Fleet,7.03192,1.9495,"['Nautical', 'Pirates', 'Transportation']","['Area Movement', 'Pick-up and Deliver', 'Variable Player Powers']"
218333,Rhino Hero  Super Battle,7.30163,1.0909,"['Action / Dexterity', 'Animals', 'Childrens Game']","['Dice Rolling', 'Stacking and Balancing']"
8045,Princes of the Renaissance,7.39883,3.5149,"['Economic', 'Negotiation', 'Renaissance']","['Area Majority / Influence', 'Auction/Bidding', 'Dice Rolling', 'Variable Player Powers']"
182340,Star Trek  Frontiers,7.9421,4.2895,"['Movies / TV / Radio theme', 'Science Fiction', 'Space Exploration']","['Cooperative Game', 'Deck', 'Modular Board', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Player Powers']"
1465,Wizard,6.90689,1.7407,['Card Game'],"['Betting and Bluffing', 'Hand Management', 'Trick-taking']"
223953,Kitchen Rush,7.44209,2.175,['Real-time'],"['Action Timer', 'Cooperative Game', 'Simulation', 'Worker Placement']"
216459,The Lost Expedition,7.13101,1.8426,"['Adventure', 'Card Game', 'Exploration']","['Cooperative Game', 'Hand Management', 'Solo / Solitaire Game']"
241724,Villagers,7.49764,2.2742,"['Card Game', 'City Building', 'Industry / Manufacturing', 'Medieval']","['Card Drafting', 'Set Collection']"
175324,Fog of Love,7.12045,2.2703,"['Bluffing', 'Card Game', 'Deduction']","['Cooperative Game', 'Hand Management', 'Role Playing', 'Simulation', 'Simultaneous Action Selection', 'Storytelling']"
255692,New Frontiers,7.70735,2.8298,"['Science Fiction', 'Space Exploration']","['Action Drafting', 'Card Drafting', 'Follow', 'Increase Value of Unchosen Resources', 'Race', 'Turn Order: Claim Action']"
125678,DC Comics Deck-Building Game,7.03473,2.008,"['Card Game', 'Comic Book / Strip']","['Card Drafting', 'Deck']"
25669,Qwirkle Travel,6.78722,1.6375,['Abstract Strategy'],"['Hand Management', 'Pattern Building', 'Tile Placement']"
551,Battle Cry,7.16461,2.1046,"['American Civil War', 'Wargame']","['Command Cards', 'Dice Rolling', 'Hand Management', 'Modular Board']"
56692,\u30d1\u30ec\u30fc\u30c9,6.94993,1.4821,"['Card Game', 'Novel-based']","['Hand Management', 'Set Collection']"
136991,Loony Quest,6.98244,1.1973,"['Action / Dexterity', 'Fantasy', 'Real-time']",['Line Drawing']
185589,Islebound,7.22732,2.7188,"['Nautical', 'Pirates']","['Area Majority / Influence', 'Area Movement', 'Modular Board']"
25568,Metropolys,7.03285,2.2119,['City Building'],"['Area Majority / Influence', 'Auction/Bidding']"
75449,Firenze,7.28333,2.5425,"['Economic', 'Renaissance']","['Deck', 'Set Collection']"
200954,Fields of Green,7.2162,2.6,"['Card Game', 'City Building', 'Farming']","['Card Drafting', 'Simultaneous Action Selection', 'Tile Placement', 'Variable Phase Order']"
249381,The Estates,7.5326,2.3333,"['City Building', 'Economic']","['Area Majority / Influence', 'Auction/Bidding', 'Closed Economy Auction']"
269144,Hadara,7.51244,2.2128,"['City Building', 'Civilization']","['Card Drafting', 'End Game Bonuses', 'Memory', 'Set Collection', 'Simultaneous Action Selection']"
66056,The Rivals for Catan,6.99959,2.3294,"['Card Game', 'City Building', 'Medieval', 'Territory Building']","['Card Drafting', 'Dice Rolling', 'Hand Management']"
180593,The Bloody Inn,6.96782,2.3719,"['Card Game', 'Economic', 'Horror']","['Card Drafting', 'Hand Management', 'Solo / Solitaire Game']"
1382,Winner's Circle,6.97888,1.608,"['Animals', 'Racing', 'Sports']","['Betting and Bluffing', 'Roll / Spin and Move']"
171233,The Big Book of Madness,7.00342,2.7063,"['Card Game', 'Fantasy']","['Cooperative Game', 'Deck', 'Hand Management', 'Player Elimination', 'Variable Player Powers']"
197070,Massive Darkness,7.3201,2.531,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']"
193214,Meeple Circus,7.14216,1.4074,"['Action / Dexterity', 'Animals']","['Card Drafting', 'Pattern Building', 'Push Your Luck', 'Stacking and Balancing']"
135382,Shadowrun  Crossfire,7.18385,2.8188,"['Adventure', 'Card Game', 'Science Fiction']","['Cooperative Game', 'Deck', 'Legacy Game', 'Variable Player Powers']"
230080,Majesty  For the Realm,7.03591,1.7207,"['Card Game', 'Medieval']","['Card Drafting', 'Set Collection']"
18100,China,7.00289,2.2878,"['Ancient', 'Territory Building']","['Area Majority / Influence', 'Card Drafting', 'Hand Management', 'Network and Route Building']"
207691,Railroad Revolution,7.37959,3.25,['Trains'],"['Network and Route Building', 'Worker Placement', 'Worker Placement']"
127518,A Distant Plain,7.90833,3.8167,"['Modern Warfare', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Variable Phase Order', 'Variable Player Powers']"
197405,Tak  University Edition,7.73023,2.4468,['Abstract Strategy'],"['Grid Movement', 'Network and Route Building']"
97903,Terror in Meeple City,6.87693,1.4795,"['Action / Dexterity', 'Horror']","['Area Movement', 'Flicking', 'Set Collection', 'Variable Player Powers']"
191231,Via Nebula,7.09256,2.2022,"['Territory Building', 'Transportation']","['Action Points', 'Network and Route Building', 'Pick-up and Deliver']"
242639,Treasure Island,7.32678,2.2432,"['Bluffing', 'Deduction', 'Exploration', 'Novel-based', 'Pirates']","['Hand Management', 'Line Drawing', 'Measurement Movement', 'Secret Unit Deployment', 'Storytelling', 'Team-Based Game']"
253344,Cthulhu  Death May Die,8.113,2.3279,"['Fantasy', 'Fighting', 'Horror']","['Cooperative Game', 'Dice Rolling', 'Variable Player Powers']"
122522,Smash Up,6.78095,2.0557,"['Card Game', 'Fantasy', 'Humor', 'Pirates', 'Science Fiction', 'Zombies']","['Area Majority / Influence', 'Hand Management', 'Take That', 'Variable Player Powers']"
198454,When I Dream,7.15249,1.087,"['Deduction', 'Party Game', 'Real-time', 'Word Game']","['Communication Limits', 'Memory', 'Role Playing', 'Storytelling', 'Team-Based Game']"
137649,Level 7 [Omega Protocol],7.49704,3.0879,"['Fighting', 'Horror', 'Miniatures', 'Science Fiction']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Player Elimination', 'Scenario / Mission / Campaign Game']"
230244,Black Angel,7.55463,3.8085,['Science Fiction'],"['Dice Rolling', 'Hand Management', 'Solo / Solitaire Game', 'Tile Placement']"
6830,Zendo,7.26329,2.5446,"['Abstract Strategy', 'Deduction', 'Puzzle']","['Pattern Recognition', 'Simultaneous Action Selection']"
176165,Dale of Merchants  The Guild of Extraordinary Traders,7.20175,2.0652,"['Animals', 'Card Game', 'Fantasy']","['Card Drafting', 'Deck', 'Dice Rolling', 'Hand Management', 'Set Collection', 'Take That']"
11825,Empire of the Sun,8.07245,4.2361,"['Nautical', 'Wargame', 'World War II']","['Action Points', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hexagon Grid']"
202670,Ticket to Ride  Rails & Sails,7.40376,2.6136,['Trains'],"['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']"
87890,Pr\u00eat-\u00e0-Porter,7.36899,3.6131,"['Economic', 'Industry / Manufacturing']","['Card Drafting', 'Loans', 'Set Collection', 'Worker Placement']"
184151,Legend of the Five Rings  The Card Game,7.64744,3.9767,"['Card Game', 'Collectible Components', 'Fantasy']","['Action Points', 'Deck', 'Hand Management', 'Secret Unit Deployment', 'Variable Player Powers']"
157809,Nations  The Dice Game,6.97611,2.0197,"['Ancient', 'Civilization', 'Dice', 'Medieval', 'Renaissance']","['Dice Rolling', 'Events', 'Push Your Luck', 'Re-rolling and Locking', 'Turn Order: Stat-Based', 'Variable Setup']"
8203,Hey,6.72317,1.4617,"['Abstract Strategy', 'Animals']","['Grid Movement', 'Map Deformation', 'Map Reduction', 'Modular Board']"
35497,Fauna,7.04373,1.4839,"['Animals', 'Educational', 'Trivia']",['Betting and Bluffing']
94246,1812  The Invasion of Canada,7.35752,2.1774,"['American Indian Wars', 'Educational', 'Wargame']","['Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Team-Based Game', 'Variable Player Powers']"
71671,Yggdrasil,7.06702,2.5917,['Mythology'],"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Set Collection', 'Variable Player Powers']"
251658,Sprawlopolis,7.48111,1.7925,"['Card Game', 'City Building', 'Territory Building']","['Area Majority / Influence', 'Cooperative Game', 'Solo / Solitaire Game', 'Tile Placement']"
217449,NMBR 9,6.95572,1.1829,"['Abstract Strategy', 'Number', 'Puzzle']","['Pattern Building', 'Simultaneous Action Selection', 'Tile Placement']"
5737,Domaine,7.00709,2.7171,"['Medieval', 'Territory Building']","['Enclosure', 'Hand Management', 'Modular Board']"
164265,Witness,7.31324,1.4915,"['Comic Book / Strip', 'Deduction', 'Memory', 'Murder/Mystery']","['Communication Limits', 'Cooperative Game', 'Memory', 'Storytelling']"
68264,No Retreat! The Russian Front,7.83584,3.121,"['Wargame', 'World War II']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Hexagon Grid', 'Simulation']"
239464,Palm Island,7.43069,1.7358,"['Card Game', 'City Building']","['Cooperative Game', 'Deck', 'Hand Management', 'Memory', 'Simultaneous Action Selection', 'Solo / Solitaire Game']"
130176,Tales & Games  The Hare & the Tortoise,7.10425,1.4034,"['Animals', 'Card Game', 'Childrens Game', 'Novel-based', 'Racing']","['Betting and Bluffing', 'Hand Management']"
219215,Werewords,7.21442,1.1316,"['Deduction', 'Party Game', 'Real-time', 'Word Game']","['Roles with Asymmetric Information', 'Traitor Game', 'Variable Player Powers', 'Voting']"
142326,Eight-Minute Empire  Legends,6.99874,1.9884,"['Civilization', 'Exploration', 'Mythology', 'Territory Building']","['Area Majority / Influence', 'Area Movement', 'Card Drafting', 'Modular Board', 'Set Collection', 'Variable Player Powers']"
212402,The Grimm Forest,7.20315,1.8676,"['Animals', 'Fantasy']","['Set Collection', 'Simultaneous Action Selection', 'Take That']"
17396,Manoeuvre,7.30424,2.1084,"['Napoleonic', 'Wargame']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board', 'Variable Player Powers']"
35052,Axis & Allies Anniversary Edition,7.42873,3.117,"['Wargame', 'World War II']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Team-Based Game']"
156091,Sons of Anarchy  Men of Mayhem,7.34265,2.5417,"['Mafia', 'Movies / TV / Radio theme', 'Negotiation', 'Territory Building']","['Action Points', 'Area Majority / Influence', 'Auction/Bidding', 'Commodity Speculation', 'Dice Rolling', 'Modular Board']"
152162,Diamonds  Second Edition,6.95674,1.5625,['Card Game'],"['Hand Management', 'Trick-taking']"
287954,Azul  Summer Pavilion,7.85394,2.0256,['Abstract Strategy'],"['Pattern Building', 'Set Collection']"
50768,Ninjato,7.22372,2.7622,"['Fighting', 'Medieval', 'Political']","['Area Majority / Influence', 'Hand Management', 'Push Your Luck', 'Set Collection', 'Worker Placement']"
1634,Warhammer Quest,7.42022,2.6845,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Role Playing']"
91536,Quarriors! Dice-Building Game Set-up Box,6.77296,1.9665,"['Dice', 'Fantasy', 'Fighting']","['Card Drafting', 'Deck', 'Dice Rolling']"
104020,Vanuatu,7.2326,3.3281,"['Economic', 'Nautical']","['Auction/Bidding', 'Grid Movement', 'Market', 'Modular Board', 'Tile Placement', 'Variable Phase Order']"
221,Shogun,7.02468,2.9461,"['Civil War', 'Medieval', 'Territory Building', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Dice Rolling', 'Simultaneous Action Selection']"
207336,Honsh\u016b,7.01913,1.9524,"['Card Game', 'City Building', 'Territory Building']","['Auction/Bidding', 'Hand Management', 'Melding and Splaying']"
40793,Dice Town,6.85837,1.6792,"['American West', 'Dice']","['Dice Rolling', 'Set Collection', 'Simultaneous Action Selection']"
38823,Conflict of Heroes  Storms of Steel! \u2013 Kursk 1943,7.72377,3.109,"['Wargame', 'World War II']","['Action Points', 'Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Simulation']"
159473,Quartermaster General WW2,7.38174,2.3088,"['Wargame', 'World War II']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Hand Management', 'Team-Based Game']"
121410,Steam Park,6.90539,2.098,"['City Building', 'Dice', 'Real-time', 'Science Fiction']","['Card Drafting', 'Dice Rolling', 'Memory', 'Modular Board']"
1608,Ambush!,7.41706,3.2491,"['Exploration', 'Fighting', 'Wargame', 'World War II']","['Action Points', 'Dice Rolling', 'Hexagon Grid', 'Secret Unit Deployment', 'Simulation', 'Solo / Solitaire Game']"
34084,Witch's Brew,7.03373,1.8675,"['Bluffing', 'Card Game', 'Fantasy']","['Hand Management', 'Simultaneous Action Selection']"
153065,Linko!,7.01496,1.401,['Card Game'],"['Card Drafting', 'Hand Management', 'Set Collection']"
177524,\u03a0\u03b1\u03b3\u03bf\u03b4\u03c1\u03bf\u03bc\u03af\u03b5\u03c2,6.85917,1.02,"['Action / Dexterity', 'Animals', 'Childrens Game']","['Area Movement', 'Flicking', 'Take That']"
151007,Pathfinder Adventure Card Game  Skull & Shackles \u2013 Base Set,7.34841,2.9651,"['Card Game', 'Fantasy', 'Fighting', 'Pirates']","['Cooperative Game', 'Deck', 'Dice Rolling', 'Role Playing', 'Variable Player Powers']"
823,Lord of the Rings,6.753,2.5717,"['Adventure', 'Fantasy', 'Novel-based']","['Cooperative Game', 'Dice Rolling', 'Hand Management', 'Set Collection', 'Variable Player Powers']"
214887,CO\u2082  Second Chance,7.72265,4.0481,"['Economic', 'Environmental', 'Industry / Manufacturing']","['Area Majority / Influence', 'Card Drafting', 'Cooperative Game', 'Tile Placement', 'Worker Placement']"
27364,Caylus Magna Carta,6.92577,2.8691,"['Card Game', 'City Building', 'Economic', 'Medieval']","['Hand Management', 'Worker Placement']"
124,Ursuppe,6.95045,2.7302,['Prehistoric'],"['Bias', 'Dice Rolling', 'Grid Movement', 'Variable Player Powers']"
21523,Runebound (Second Edition),6.88272,2.6806,"['Adventure', 'Exploration', 'Fantasy', 'Fighting']","['Area Movement', 'Card Drafting', 'Dice Rolling', 'Role Playing', 'Variable Player Powers']"
134352,Two Rooms and a Boom,7.02889,1.4228,"['Bluffing', 'Card Game', 'Deduction', 'Negotiation', 'Party Game', 'Print & Play']","['Acting', 'Team-Based Game', 'Variable Player Powers', 'Voting']"
183880,Risk  Star Wars Edition,7.08604,1.848,"['Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Variable Player Powers']"
198830,Heroes of Land,7.74462,3.2222,"['Exploration', 'Fantasy', 'Fighting', 'Medieval', 'Miniatures', 'Wargame']","['Action Points', 'Area Majority / Influence', 'Take That', 'Variable Player Powers', 'Worker Placement']"
176544,Automania,7.35687,2.7229,"['Economic', 'Industry / Manufacturing']","['Card Drafting', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']"
44163,Power Grid  Factory Manager,6.86695,2.9915,"['Economic', 'Industry / Manufacturing']","['Auction/Bidding', 'Commodity Speculation']"
229265,Wendake,7.67436,3.5811,"['American Indian Wars', 'Economic', 'Farming', 'Fighting']","['Area Majority / Influence', 'Area Movement', 'Highest-Lowest Scoring', 'Set Collection', 'Variable Player Powers', 'Worker Placement']"
327,Loopin' Louie,6.80725,1.0519,"['Action / Dexterity', 'Animals', 'Aviation / Flight', 'Childrens Game', 'Electronic', 'Movies / TV / Radio theme']",['Player Elimination']
833,For the People,7.74114,3.653,"['American Civil War', 'Wargame']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Point to Point Movement', 'Simulation']"
37628,Haggis,6.98711,2.1225,['Card Game'],"['Betting and Bluffing', 'Hand Management', 'Ladder Climbing']"
112,Condottiere,6.80692,1.9613,"['Bluffing', 'Card Game', 'Medieval', 'Negotiation']","['Area Majority / Influence', 'Auction/Bidding', 'Hand Management']"
229892,Container  10th Anniversary Jumbo Edition!,7.77766,3,"['Economic', 'Industry / Manufacturing', 'Nautical', 'Transportation']","['Auction/Bidding', 'Commodity Speculation', 'Pick-up and Deliver', 'Set Collection']"
42910,Peloponnes,7.13197,2.3843,"['Ancient', 'City Building', 'Civilization']","['Auction/Bidding', 'Tile Placement', 'Variable Player Powers']"
163154,Falling Sky  The Gallic Revolt Against Caesar,7.94764,4.0112,"['Ancient', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Simulation', 'Variable Phase Order']"
187377,Vikings Gone Wild,7.2816,2.2045,"['Card Game', 'City Building', 'Fantasy', 'Humor', 'Medieval', 'Mythology']","['Deck', 'Hand Management']"
17329,Animal Upon Animal,6.83648,1.0464,"['Action / Dexterity', 'Animals', 'Childrens Game']","['Dice Rolling', 'Stacking and Balancing']"
216092,Unlock! Squeek & Sausage,7.25304,2.2105,"['Card Game', 'Exploration', 'Puzzle', 'Real-time']","['Cooperative Game', 'Storytelling']"
227460,Hannibal & Hamilcar,8.44927,3.8889,"['Ancient', 'Card Game', 'Miniatures', 'Political', 'Wargame']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Point to Point Movement']"
274960,Point Salad,7.34758,1.1739,['Card Game'],"['Card Drafting', 'Set Collection']"
121297,Fleet,6.94155,2.2391,"['Card Game', 'Nautical']","['Auction/Bidding', 'Hand Management']"
182694,Watson & Holmes  From the Diaries of 221B,7.38857,2.2222,"['Bluffing', 'Deduction', 'Murder/Mystery', 'Novel-based']","['Auction/Bidding', 'Modular Board', 'Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']"
157001,Trains  Rising Sun,7.49896,2.4355,"['Card Game', 'Territory Building', 'Trains']","['Deck', 'Hand Management', 'Network and Route Building']"
23094,Planet Steam,7.16657,3.7546,"['Economic', 'Industry / Manufacturing', 'Science Fiction']","['Auction/Bidding', 'Commodity Speculation', 'Market', 'Trading']"
175199,Mottainai Mini,7.04496,3.0652,"['Card Game', 'Print & Play']","['Card Drafting', 'Follow', 'Hand Management', 'Set Collection', 'Team-Based Game', 'Variable Phase Order']"
30381,Hamburgum,7.05793,3.0786,"['City Building', 'Economic', 'Pike and Shot']","['Rondel', 'Set Collection']"
140933,Blueprints,6.86192,1.6875,['Dice'],"['Dice Rolling', 'Pattern Building', 'Set Collection']"
24068,Shadow Hunters,6.82475,1.8235,"['Adventure', 'Bluffing', 'Card Game', 'Deduction', 'Horror', 'Party Game']","['Dice Rolling', 'Player Elimination', 'Team-Based Game', 'Variable Player Powers']"
8989,Hansa,6.88329,2.3475,"['Economic', 'Medieval', 'Nautical', 'Transportation']","['Action Points', 'Area Majority / Influence', 'Pick-up and Deliver', 'Point to Point Movement', 'Set Collection']"
235488,Istanbul  The Dice Game,7.20186,1.7708,['Dice'],"['Action Points', 'Dice Rolling', 'Set Collection']"
4099,Keythedral,7.07053,2.8527,"['City Building', 'Medieval']","['Auction/Bidding', 'Modular Board', 'Set Collection', 'Tile Placement', 'Worker Placement']"
145639,Coconuts,7.05731,1.0441,"['Action / Dexterity', 'Animals', 'Childrens Game']","['Push Your Luck', 'Take That']"
252328,Star Wars  X-Wing (Second Edition),8.43147,3.0526,"['Aviation / Flight', 'Bluffing', 'Collectible Components', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction']","['Action Queue', 'Critical Hits and Failures', 'Dice Rolling', 'Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']"
91873,Strasbourg,7.17264,2.7322,"['City Building', 'Economic', 'Medieval']","['Area Majority / Influence', 'Auction/Bidding', 'Pattern Building', 'Tile Placement']"
194880,Dream Home,6.94101,1.6545,['Card Game'],"['Card Drafting', 'Memory', 'Pattern Building', 'Set Collection', 'Variable Phase Order']"
95103,Fortune and Glory  The Cliffhanger Game,7.09725,2.8739,"['Adventure', 'Miniatures']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Pick-up and Deliver', 'Push Your Luck', 'Roll / Spin and Move']"
91080,Andean Abyss,7.59184,3.7514,"['Modern Warfare', 'Political', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Solo / Solitaire Game', 'Variable Phase Order']"
38159,Ultimate Werewolf  Ultimate Edition,7.04288,1.4968,"['Bluffing', 'Card Game', 'Deduction', 'Horror', 'Murder/Mystery', 'Negotiation']","['Player Elimination', 'Role Playing', 'Team-Based Game', 'Traitor Game', 'Voting']"
18258,Mission  Red Planet,6.93095,2.3177,"['Science Fiction', 'Space Exploration']","['Action Retrieval', 'Area Majority / Influence', 'Area Movement', 'Hand Management', 'Simultaneous Action Selection', 'Take That']"
2507,Libert\u00e9,7.15113,3.3116,"['Napoleonic', 'Political']","['Area Majority / Influence', 'Auction/Bidding', 'Card Drafting', 'Hand Management']"
154246,La Isla,6.90275,2.2562,['Animals'],"['Action Queue', 'Enclosure', 'Hand Management', 'Modular Board', 'Set Collection', 'Simultaneous Action Selection']"
204836,Escape Room  The Game,7.14335,2.1724,"['Electronic', 'Puzzle', 'Real-time']",['Cooperative Game']
230,Merchant of Venus,7.15584,2.8345,"['Economic', 'Exploration', 'Science Fiction', 'Space Exploration', 'Transportation']","['Commodity Speculation', 'Dice Rolling', 'Pick-up and Deliver', 'Point to Point Movement', 'Roll / Spin and Move']"
57390,Catacombs,7.10291,1.9463,"['Action / Dexterity', 'Adventure', 'Fantasy', 'Fighting']","['Flicking', 'Player Elimination', 'Role Playing', 'Team-Based Game', 'Variable Player Powers']"
251678,Railroad Ink  Blazing Red Edition,7.22344,1.4444,"['Dice', 'Trains']","['Dice Rolling', 'Line Drawing', 'Network and Route Building', 'Paper-and-Pencil']"
253284,Ticket to Ride  New York,7.07657,1.2791,['Trains'],"['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']"
19100,Hacienda,6.94682,2.6303,"['Animals', 'Economic', 'Farming', 'Territory Building']","['Card Drafting', 'Enclosure', 'Network and Route Building', 'Tile Placement']"
214880,City of the Big Shoulders,8.13479,3.9054,"['Economic', 'Educational', 'Industry / Manufacturing']","['Commodity Speculation', 'Ownership', 'Stock Holding', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']"
221318,Whistle Stop,7.16928,2.8281,"['American West', 'Trains']","['Action Points', 'Pick-up and Deliver', 'Set Collection', 'Tile Placement']"
37836,Julius Caesar,7.76608,2.4459,"['Ancient', 'Civil War', 'Wargame']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Secret Unit Deployment', 'Simultaneous Action Selection']"
278,The Settlers of Catan Card Game,6.73216,2.4534,"['Card Game', 'City Building', 'Territory Building']","['Card Drafting', 'Dice Rolling', 'Hand Management', 'Trading']"
123955,Thunderbolt Apache Leader,8.06601,3.1478,"['Aviation / Flight', 'Modern Warfare', 'Wargame']","['Area Movement', 'Hand Management', 'Hexagon Grid', 'Simulation']"
132372,Seven Seas Guildhall,6.95677,2.0694,"['Card Game', 'Medieval']","['Hand Management', 'Set Collection', 'Take That']"
16992,Tsuro,6.67823,1.2408,"['Abstract Strategy', 'Fantasy']","['Hand Management', 'Network and Route Building', 'Player Elimination', 'Tile Placement']"
218509,Empires of the Void II,7.59401,3.4058,"['Civilization', 'Economic', 'Exploration', 'Science Fiction', 'Space Exploration']","['Action Points', 'Area Majority / Influence', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Point to Point Movement']"
195162,Plague Inc.  The Board Game,7.59296,2.1507,"['Medical', 'Video Game Theme']","['Area Majority / Influence', 'Hand Management', 'Network and Route Building', 'Simulation', 'Take That', 'Tile Placement']"
527,GIPF mini,7.10668,2.7678,['Abstract Strategy'],"['Grid Movement', 'Pattern Building']"
855,Java,7.01595,3.4044,['City Building'],"['Action Points', 'Area Majority / Influence', 'Tile Placement']"
39953,A Game of Thrones  The Card Game,6.87541,3.2526,"['Card Game', 'Collectible Components', 'Fantasy', 'Fighting', 'Medieval', 'Negotiation']","['Card Drafting', 'Hand Management', 'Simultaneous Action Selection', 'Variable Player Powers']"
223750,Hardback,7.39709,2.1389,"['Card Game', 'Word Game']","['Cooperative Game', 'Deck', 'Push Your Luck']"
164338,The Golden Ages,7.29063,2.9304,"['Civilization', 'Territory Building']","['Action Points', 'Area Majority / Influence', 'Card Drafting', 'Modular Board', 'Tile Placement']"
147303,Carcassonne  South Seas,7.11892,1.8905,"['Economic', 'Nautical']","['Area Majority / Influence', 'Set Collection', 'Tile Placement']"
30618,Eat Poop You Cat,7.48327,1.113,"['Humor', 'Party Game']",['Paper-and-Pencil']
13823,\u5996\u7cbe\u5947\u8b5a,6.74229,1.7648,"['Card Game', 'Fantasy']","['Card Drafting', 'Drafting', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection']"
218479,Cerebria  The Inside World,7.88495,4.3203,['Fantasy'],"['Action Points', 'Area Majority / Influence', 'Deck', 'Hand Management', 'Point to Point Movement', 'Team-Based Game']"
183571,Deep Space D-6,7.34186,1.6441,"['Dice', 'Print & Play', 'Science Fiction']","['Dice Rolling', 'Solo / Solitaire Game', 'Worker Placement']"
