objectid,name,average,avgweight,boardgamecategory,boardgamemechanic
40006,Herkules Ameise,6.55333,1,"['Action / Dexterity', 'Childrens Game']","['Cooperative Game', 'Hand Management']"
131812,[_BL\u00c4NK],6.56364,1,"['Card Game', 'Humor', 'Mature / Adult', 'Party Game', 'Print & Play', 'Word Game']","['Hand Management', 'Simultaneous Action Selection', 'Storytelling', 'Voting']"
220980,Solstice  Fall of Empire,6.40571,2.5,"['Card Game', 'Science Fiction']","['Card Drafting', 'Secret Unit Deployment']"
36985,Logger,6.22,2.1429,"['Abstract Strategy', 'Environmental']","['Area-Impulse', 'Enclosure']"
25246,Esagek,6.39707,2.5,"['Abstract Strategy', 'Game System', 'Puzzle']",['Modular Board']
5933,Red Sky Morning,6.3122,2.625,"['Modern Warfare', 'Nautical', 'Political', 'Wargame']",['Area Movement']
200314,Jack the Ripper,6.90689,0,"['Bluffing', 'Card Game', 'Horror', 'Murder/Mystery']","['Player Elimination', 'Take That']"
237153,Fruit Ninja  Combo Party,5.95805,1,"['Action / Dexterity', 'Card Game', 'Expansion for Base-game', 'Party Game']","['Card Drafting', 'Pattern Recognition', 'Push Your Luck']"
30286,Territories,6.32614,1.25,"['Abstract Strategy', 'Territory Building']","['Enclosure', 'Tile Placement']"
9973,Cauldron,6.34302,2.1111,"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid']"
24483,Wackee SIX,6.13917,1,"['Card Game', 'Real-time']",['Pattern Building']
37686,O\u00f9 \u00e9tiez-vous?,5.8119,1,"['Memory', 'Murder/Mystery', 'Party Game']","['Memory', 'Storytelling', 'Team-Based Game']"
234614,Rory's Story Cubes  Explore,6.77273,0,['Dice'],"['Cooperative Game', 'Dice Rolling', 'Storytelling']"
2159,Kimbo,6.1569,1.75,['Racing'],['Roll / Spin and Move']
12629,Marching Through Georgia,6.31087,3.1,"['American Civil War', 'Wargame']",['Area Movement']
145653,Hemloch  Vault of Darkness,6.48438,2.2,"['Card Game', 'Fantasy']","['Area Majority / Influence', 'Hand Management']"
175867,[microfilms],5.88825,1.7273,"['Card Game', 'Deduction', 'Spies/Secret Agents']","['Hand Management', 'Memory', 'Team-Based Game']"
31401,Knjaz'ja,6.27414,2,"['Card Game', 'City Building', 'Medieval']",['Card Drafting']
7650,Battlefield  Europe,6.16962,2.5,"['Modern Warfare', 'Wargame']",['Hexagon Grid']
94476,New World Colony,6.44444,1.5,"['Card Game', 'City Building', 'Economic', 'Print & Play', 'Renaissance']",['Hand Management']
188793,Game of Thrones  The Trivia Game,6.0478,1,"['Fantasy', 'Novel-based', 'Trivia']","['Area Majority / Influence', 'Memory']"
173752,The Cookie,6.44608,1.75,"['Bluffing', 'Card Game', 'Deduction', 'Math']","['Push Your Luck', 'Rock-Paper-Scissors']"
247567,D-Day Dice Pocket,6.54567,1.5,"['Dice', 'Wargame', 'World War II']","['Cooperative Game', 'Dice Rolling', 'Push Your Luck', 'Simultaneous Action Selection']"
10776,Sword & Shield,6.34744,2.6667,"['Medieval', 'Wargame']","['Chit-Pull System', 'Dice Rolling', 'Hexagon Grid']"
7931,Remember Gordon! The Battle of Omdurman,6.65429,2.6,['Wargame'],['Campaign / Battle Card Driven']
80908,4 Monkeys,5.72624,1.5,"['Card Game', 'Puzzle', 'Real-time']","['Pattern Recognition', 'Set Collection']"
159573,Taxi Wildlife,6.12412,1,"['Animals', 'Childrens Game']",['Pattern Recognition']
2597,Jurassic Park III  Island Survival Game,5.84773,1.6364,"['Animals', 'Movies / TV / Radio theme', 'Science Fiction']",['Roll / Spin and Move']
282,Vikingatid,6.02343,3.3,"['Medieval', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling']"
235899,Catham City,6.15962,1.4,"['Animals', 'Humor', 'Mafia']","['Card Drafting', 'Hand Management', 'Set Collection']"
243757,Gangster City,6.30769,0,"['Card Game', 'Deduction']","['Card Game', 'Deduction']"
202581,Ascendants of Aetheros,6.15909,1.8,"['Card Game', 'Fantasy']","['Card Drafting', 'Hand Management', 'Set Collection', 'Take That', 'Variable Player Powers']"
43802,1940  What If Germany Went East?,6.55667,2,"['Wargame', 'World War II']","['Hexagon Grid', 'Simulation']"
257598,MacGyver  The Escape Room Game,5.61026,2,"['Movies / TV / Radio theme', 'Puzzle', 'Real-time']",['Cooperative Game']
271774,Sherlock Express,6.10315,1,['Card Game'],['Card Game']
166215,Tricks & Deserts,6.50645,2,"['Card Game', 'Fantasy']",['Trick-taking']
207764,Time Bomb,6.17077,0,"['Card Game', 'Party Game']",['Hand Management']
171663,Attila,5.75989,1.5,"['Abstract Strategy', 'Medieval']","['Area Movement', 'Modular Board']"
28017,Bleff,6.56111,1,"['Bluffing', 'Educational', 'Party Game', 'Word Game']","['Card Drafting', 'Voting']"
155484,Cheesonomics,6.08333,1.6667,"['Card Game', 'Economic', 'Memory']","['Hand Management', 'Memory', 'Push Your Luck', 'Set Collection', 'Take That']"
2362,Tower of the Wizard King,5.81761,1.9333,"['Fantasy', 'Fighting', 'Miniatures']","['Campaign / Battle Card Driven', 'Modular Board']"
73244,Cauldron  Battle for Gazala,6.4871,2.6667,"['Wargame', 'World War II']","['Hexagon Grid', 'Simulation']"
85338,Antigua,5.79521,1.7778,"['Card Game', 'Pirates']",['Variable Player Powers']
23920,Border Reivers,6.39318,2.5833,"['Abstract Strategy', 'Economic', 'Medieval', 'Territory Building']","['Area Movement', 'Dice Rolling', 'Modular Board']"
157995,Noueni,6.36538,1.5,['Abstract Strategy'],['Tile Placement']
7921,Round-Up,6.36667,1.3333,"['American West', 'Childrens Game']",['Cooperative Game']
216301,Scotland Yard  Das Kartenspiel,6.01308,1,"['Card Game', 'Deduction', 'Murder/Mystery']",['Hand Management']
179,Walkover,6.21318,2,['Abstract Strategy'],['Abstract Strategy']
829,Battle of the Bands,5.76264,1.4348,"['Card Game', 'Humor', 'Music', 'Party Game']","['Hand Management', 'Take That']"
355,Das letzte Paradies,5.7471,1.8333,['KOSMOS'],"['Auction/Bidding', 'Auction: Sealed Bid']"
27007,For Bloody Honor  The Russian Civil War,6.43333,2,"['Civil War', 'Political', 'Print & Play', 'Wargame']","['Area Movement', 'Chit-Pull System', 'Dice Rolling']"
57865,X610Z,6.91667,2.5,"['Card Game', 'Collectible Components', 'Fantasy']","['Hand Management', 'Point to Point Movement']"
15676,Terrace 6x6,6.64516,3,['Abstract Strategy'],['Abstract Strategy']
20050,Tekeli-li,5.9051,1.5714,"['Card Game', 'Horror', 'Memory', 'Novel-based']","['Memory', 'Trick-taking']"
197433,Miskatonic School for Boys,6.29792,1.5,['Deduction'],['Deduction']
173514,Meeple Quest,9.21739,1.5,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Humor']","['Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Variable Player Powers']"
18023,Postcard from the Revolution,6.03438,1.6667,"['American Revolutionary War', 'Print & Play', 'Wargame']",['Hexagon Grid']
226736,Good Little Martian,6.66875,2,"['Card Game', 'Print & Play', 'Space Exploration']","['Cooperative Game', 'Hand Management']"
35763,Climb!,5.77881,1.125,"['Action / Dexterity', 'Card Game']",['Modular Board']
86849,Total Soccer,6.64194,1.4,"['Action / Dexterity', 'Sports']","['Action / Dexterity', 'Sports']"
150971,Lucca the City of Games,6.24318,1.75,"['Card Game', 'Renaissance']","['Card Drafting', 'Set Collection']"
30370,E.T.I.  Estimated Time to Invasion,5.75829,2.3214,['Science Fiction'],['Cooperative Game']
5135,Malarky,5.64964,1.4615,"['Bluffing', 'Party Game', 'Trivia']",['Voting']
3155,Lumberjack,5.72387,1.4667,"['Abstract Strategy', 'Action / Dexterity']","['Commodity Speculation', 'Set Collection', 'Stock Holding']"
15267,Des chiffres et des lettres,5.92971,2.4,"['Educational', 'Math', 'Movies / TV / Radio theme', 'Puzzle', 'Word Game']","['Card Drafting', 'Paper-and-Pencil']"
7522,Wave of Terror,6.04361,3.0769,"['Wargame', 'World War II']",['Hexagon Grid']
162888,Phoenix Covenant,7.57209,3.75,"['Card Game', 'Fantasy']","['Cooperative Game', 'Grid Movement', 'Take That', 'Variable Player Powers']"
36554,Enuk,5.80902,1.3333,"['Animals', 'Childrens Game', 'Memory']",['Memory']
145897,Choose One!,5.95989,1.3333,['Party Game'],['Party Game']
173253,Black Stories  Dark Tales Edition,6.08125,1,"['Card Game', 'Deduction', 'Horror', 'Humor', 'Murder/Mystery', 'Party Game']",['Storytelling']
204429,More Bloody Nights,6.46102,2,"['Card Game', 'Exploration']","['Dice Rolling', 'Team-Based Game']"
1649,Kroll & Prumni,6.08718,2.7,"['Science Fiction', 'Wargame']",['Hexagon Grid']
86025,Captain Jack's Gold,6.01613,1.5,"['Card Game', 'Pirates']",['Dice Rolling']
1744,Monster Mash,5.7589,1,"['Action / Dexterity', 'Childrens Game', 'Fantasy', 'Party Game', 'Real-time']",['Pattern Recognition']
7986,Crazy Rally,6.2561,1.5714,"['Card Game', 'Memory', 'Racing']","['Memory', 'Simultaneous Action Selection']"
268762,Kibble Scuffle,6.49226,0,"['Animals', 'Card Game']",['Area Majority / Influence']
28238,Kitty Bitty,5.68486,1.2222,"['Animals', 'Childrens Game', 'Memory']","['Dice Rolling', 'Memory']"
10605,Stratego Tournament,6.31818,2.3333,"['Abstract Strategy', 'Bluffing', 'Deduction', 'Medieval', 'Memory', 'Wargame']",['Secret Unit Deployment']
9913,Al\u00e9sia,6.69625,2.5556,"['Ancient', 'Wargame']",['Hexagon Grid']
118539,Medieval Conspiracy,6.39659,2.6,"['Fighting', 'Medieval', 'Negotiation', 'Political']",['Campaign / Battle Card Driven']
46925,K\u00e1men \u2013 Zbran\u011b \u2013 Pap\u00edr,6.23707,2,['Medieval'],"['Auction/Bidding', 'Rock-Paper-Scissors']"
151191,Pan  T'es Mort,6.08868,1.4286,['Card Game'],"['Player Elimination', 'Push Your Luck', 'Trick-taking']"
16471,Great Medieval Battles Bannockburn and Angora,6.57941,2.3333,"['Medieval', 'Wargame']",['Hexagon Grid']
225689,Warlords of Terra,8.80833,3.3333,"['Card Game', 'Wargame']","['Area Movement', 'Card Drafting', 'Trading']"
5167,Rubik's Illusion,5.98471,1.7,['Abstract Strategy'],['Pattern Building']
188198,Zaginione Dziedzictwo  Gwiezdne Ostrze,6.15625,1,"['Bluffing', 'Card Game', 'Deduction']","['Hand Management', 'Memory', 'Player Elimination']"
136029,Le Tricheur,6.0881,1,['Trivia'],['Trivia']
29286,Stratego  America's Civil War Collector's Edition,6.41778,2.5,"['American Civil War', 'Bluffing', 'Deduction', 'Memory']","['Memory', 'Secret Unit Deployment']"
6042,Samurai Sunset,6.3825,2.8333,"['Wargame', 'World War II']",['Hexagon Grid']
39029,Castle Builders,5.81733,1.4286,"['Abstract Strategy', 'Medieval', 'Print & Play']",['Hand Management']
5396,Trade Winds,6.9375,1.6,['Pirates'],['Pirates']
73245,Arnhem  The Farthest Bridge,6.07422,2.1429,"['Wargame', 'World War II']","['Hexagon Grid', 'Simulation']"
8201,In 80 Karten um die Welt,6.376,2,"['Adventure', 'Card Game', 'Racing', 'Travel']","['Action Points', 'Modular Board', 'Point to Point Movement']"
27751,Organic Soup,6.2,2.2222,"['Abstract Strategy', 'Card Game', 'Educational']","['Card Drafting', 'Pattern Building', 'Set Collection']"
8816,Frenzy,5.66061,1.1818,"['Card Game', 'Fantasy', 'Real-time']",['Variable Player Powers']
184351,Honey Wars,6.33912,1.1667,"['Animals', 'Card Game', 'Environmental']",['Take That']
134279,Mafia Casino,6.52023,1.5455,"['Card Game', 'Mafia']","['Card Game', 'Mafia']"
112210,Metro 2033,5.8256,2.6316,"['Adventure', 'Novel-based', 'Science Fiction']","['Area Majority / Influence', 'Time Track', 'Voting']"
193695,Let Them Eat Cake,5.8475,2.3333,"['Bluffing', 'Card Game', 'Humor', 'Napoleonic', 'Negotiation', 'Party Game']","['Simultaneous Action Selection', 'Trading', 'Voting']"
148,Die Gl\u00fccksritter,5.78984,1.8,"['Bluffing', 'Medieval']","['Rock-Paper-Scissors', 'Simultaneous Action Selection']"
115370,Cuttle,7.60714,2.4,['Card Game'],['Hand Management']
127434,Taschkent,6.42424,2,"['Ancient', 'Transportation']","['Area Majority / Influence', 'Pick-up and Deliver', 'Trading']"
37391,Scotland Yard,6.28492,1.4,"['Deduction', 'Dice', 'Murder/Mystery']",['Roll / Spin and Move']
35508,Chainmail,5.95415,2.5,"['Medieval', 'Wargame']","['Campaign / Battle Card Driven', 'Hand Management']"
20952,UNO Junior,5.67408,1.1429,"['Animals', 'Card Game', 'Childrens Game', 'Number']","['Hand Management', 'Pattern Recognition']"
42685,Connect 4x4,5.78557,1.3636,['Abstract Strategy'],['Pattern Building']
130223,Auf die N\u00fcsse!,6.01694,1.75,"['Animals', 'Dice']","['Dice Rolling', 'Push Your Luck']"
6049,Czechoslovakia 1938,6.06974,2.4211,['Wargame'],"['Hexagon Grid', 'Simulation']"
33958,Rapscallion,5.97429,1.8333,['Card Game'],['Auction/Bidding']
120770,Day of the Dead,6.45,2,"['Card Game', 'Fighting']","['Campaign / Battle Card Driven', 'Hand Management', 'Variable Player Powers']"
120444,Project Pandora  Grim Cargo,6.154,2.5,"['Exploration', 'Fighting', 'Miniatures', 'Science Fiction']","['Dice Rolling', 'Modular Board']"
7683,Ronda Magica,6.49706,1,['Abstract Strategy'],"['Pattern Building', 'Tile Placement']"
819,Quacksalbe,6.26923,2.5,"['Card Game', 'Humor', 'Medical']",['Trick-taking']
166183,Palaces,6.31333,1.5,['Renaissance'],"['Auction/Bidding', 'Deck', 'Hand Management']"
2836,Magestones,5.95946,1.4545,"['Abstract Strategy', 'Dice', 'Fantasy']","['Dice Rolling', 'Enclosure']"
14468,Blood & Iron  Bismarck's Wars for Empire,6.43902,3.2,"['Post-Napoleonic', 'Wargame']",['Hexagon Grid']
137780,Th\u00e9matik,6.04211,1,"['Action / Dexterity', 'Card Game', 'Party Game', 'Trivia']",['Hand Management']
140861,Operation  Maccabee,6.98636,1.6667,"['Action / Dexterity', 'Adventure', 'World War II']","['Area Movement', 'Hand Management', 'Hexagon Grid', 'Variable Player Powers']"
36698,The Crusades,6.29,2.6667,"['Medieval', 'Wargame']","['Dice Rolling', 'Hexagon Grid']"
37307,Fladderadatsch,6.66406,1,"['Animals', 'Childrens Game', 'Memory']","['Memory', 'Set Collection']"
84609,ROLLICK!  The Hysterical Game of Clues and Collaboration,6.64547,0,['Party Game'],"['Acting', 'Cooperative Game', 'Simulation']"
141577,S\u0142owoStworki,6.46471,1,"['Card Game', 'Childrens Game', 'Party Game', 'Word Game']","['Card Game', 'Childrens Game', 'Party Game', 'Word Game']"
163963,League of Hackers,6.27273,3,"['Card Game', 'Science Fiction']","['Hand Management', 'Simultaneous Action Selection', 'Take That', 'Variable Phase Order']"
164829,Flea Marketeers,6.40238,1.5,['Economic'],"['Auction/Bidding', 'Take That']"
10304,Julius Caesar,5.95128,3.375,"['Ancient', 'Wargame']","['Dice Rolling', 'Hexagon Grid']"
33624,Trivial Pursuit Deluxe,5.85954,2.2727,"['Dice', 'Party Game', 'Trivia']","['Dice Rolling', 'Roll / Spin and Move']"
1167,Flower Power,6.14804,1,"['Bluffing', 'Racing']",['Betting and Bluffing']
12870,Film Frenzy,6.55,1,['Card Game'],['Card Game']
105004,Sarena,6.20821,1.6,['Abstract Strategy'],['Abstract Strategy']
228,Lunch Money,5.63249,1.5178,"['Card Game', 'Fighting']","['Hand Management', 'Take That']"
4574,Slang Teasers,6.53954,2,"['Party Game', 'Word Game']","['Party Game', 'Word Game']"
146999,Katapult,6.51774,1,['Action / Dexterity'],['Action / Dexterity']
233080,Book of Dragons,6.48318,1,"['Abstract Strategy', 'Bluffing', 'Card Game', 'Deduction', 'Fantasy', 'Game System']","['Area Majority / Influence', 'Auction/Bidding', 'Campaign / Battle Card Driven', 'Card Drafting', 'Deck', 'Hand Management']"
144631,Futterneid,5.79182,1.6667,['Bluffing'],"['Commodity Speculation', 'Take That']"
35167,Quadrago,6.46875,2,['Abstract Strategy'],['Pattern Building']
13328,Chromino Deluxe,5.66368,1.2917,['Abstract Strategy'],['Tile Placement']
144420,Nichtlustig  Noch mehr Labor Chaos,6.26977,0,"['Card Game', 'Comic Book / Strip', 'Party Game']",['Hand Management']
2299,Lords of the Renaissance,6.18696,3.3333,"['Economic', 'Political', 'Renaissance', 'Transportation', 'Wargame']","['Auction/Bidding', 'Pick-up and Deliver', 'Variable Player Powers']"
6748,Scum  The Food Chain Game,5.71657,1.3571,['Card Game'],['Card Game']
258752,Bitcoin Hackers,6.56198,1.5,"['Card Game', 'Number']","['Hand Management', 'Variable Phase Order', 'Variable Player Powers']"
231872,Heirs of the Wizard King,6.64149,2.3333,"['Card Game', 'Fantasy', 'Medieval', 'Print & Play']","['Cooperative Game', 'Hand Management', 'Set Collection', 'Take That']"
67609,Way of the Dragon,5.81736,1.2727,"['Dice', 'Mythology', 'Racing']","['Dice Rolling', 'Roll / Spin and Move', 'Set Collection', 'Variable Player Powers']"
273699,Weird Alchemy,7.32439,1.3333,"['Card Game', 'Fantasy']",['Hand Management']
28454,The New Yorker  Cartoon Caption Game,6.06883,1.1429,"['Humor', 'Party Game', 'Word Game']",['Paper-and-Pencil']
6939,The Battle of Guilford Courthouse,6.17058,2.5,"['Age of Reason', 'American Revolutionary War', 'Wargame']","['Dice Rolling', 'Hexagon Grid', 'Simulation']"
38334,Logan Stones,5.76514,1.6471,"['Abstract Strategy', 'Memory']","['Memory', 'Pattern Building', 'Tile Placement']"
175086,San,6.43184,1.3333,"['Abstract Strategy', 'Card Game', 'Fighting', 'Number']","['Campaign / Battle Card Driven', 'Hand Management', 'Rock-Paper-Scissors', 'Simultaneous Action Selection', 'Trick-taking']"
124757,Famous Fastballs  The World's Smallest Baseball Game,6.19574,1,"['Card Game', 'Sports']","['Rock-Paper-Scissors', 'Simulation', 'Simultaneous Action Selection']"
268185,Warhammer  The Game of Fantasy Battles (4th Edition),6.69688,2,"['Fantasy', 'Miniatures', 'Wargame']","['Dice Rolling', 'Modular Board', 'Variable Player Powers']"
8979,Oodles of Doodles,6.07208,1,"['Party Game', 'Puzzle', 'Trivia', 'Word Game']","['Line Drawing', 'Paper-and-Pencil']"
4983,Der Herr der Ringe  Die Zwei T\u00fcrme,5.8578,1.8,"['Fantasy', 'Movies / TV / Radio theme']","['Cooperative Game', 'Hand Management']"
179813,Manhattan TraffIQ,6.01552,2,"['City Building', 'Transportation', 'Travel']","['Area Majority / Influence', 'Point to Point Movement', 'Tile Placement']"
252883,TOKYO SIDEKICK,7.10129,2.6667,"['Card Game', 'Comic Book / Strip', 'Fantasy', 'Fighting']","['Action Points', 'Cooperative Game', 'Deck', 'Hand Management', 'Point to Point Movement', 'Variable Player Powers']"
84453,Nexos,5.92767,1.6,['Abstract Strategy'],['Tile Placement']
9350,Das gro\u00dfe Fressen,6.33947,1.3333,"['Fantasy', 'Horror']",['Tile Placement']
66969,Zag\u0142ada Atlantydy,6.17128,2.6,"['Ancient', 'Bluffing', 'Card Game', 'Fantasy', 'Nautical', 'Negotiation']","['Action Points', 'Area Majority / Influence', 'Auction/Bidding', 'Hand Management', 'Variable Player Powers', 'Voting']"
1650,The Lord of the Rings Adventure Game,6.12154,1.9,"['Adventure', 'Fantasy', 'Movies / TV / Radio theme', 'Novel-based']","['Dice Rolling', 'Hand Management', 'Pick-up and Deliver']"
165044,EverZone  Strategic Battles in the Universe,6.97143,2.7778,"['Card Game', 'Space Exploration', 'Wargame']","['Deck', 'Player Elimination', 'Simulation']"
1474,Ohio,5.82535,1.625,['Card Game'],['Trick-taking']
69356,Kalua,5.62655,1.6667,"['Card Game', 'Religious']",['Hand Management']
5858,Clue II  Murder in Disguise VCR Mystery Game,6.03151,2.3,"['Deduction', 'Memory', 'Party Game']",['Memory']
220478,BARPIG,6.48519,1.5,"['Animals', 'Card Game', 'Humor', 'Party Game']","['Campaign / Battle Card Driven', 'Card Drafting', 'Dice Rolling', 'Push Your Luck', 'Role Playing', 'Storytelling']"
54707,Fantom Star\u00e9 Prahy,6.152,2.3333,"['Deduction', 'Transportation']","['Cooperative Game', 'Hand Management', 'Secret Unit Deployment', 'Team-Based Game']"
18765,Shabadabada,5.7814,1,"['Music', 'Party Game']",['Singing']
227599,Brew Dice,6.34352,1,"['Dice', 'Party Game']","['Dice Rolling', 'Pattern Building']"
